"DI","PY","AU","TI","SO","AB","DT","CT","DE","TC","SC"
"10.3390/rs13112208",2021,"YANG Y;PAN Z;HU Y;DING C","CPS-DET: AN ANCHOR-FREE BASED ROTATION DETECTOR FOR SHIP DETECTION","REMOTE SENSING","SHIP DETECTION IS A SIGNIFICANT AND CHALLENGING TASK IN REMOTE SENSING. AT PRESENT, DUE TO THE FASTER SPEED AND HIGHER ACCURACY, THE DEEP LEARNING METHOD HAS BEEN WIDELY APPLIED IN THE FIELD OF SHIP DETECTION. IN SHIP DETECTION, TARGETS USUALLY HAVE THE CHARACTERISTICS OF ARBITRARY-ORIENTED PROPERTY AND LARGE ASPECT RATIO. IN ORDER TO TAKE FULL ADVANTAGE OF THESE FEATURES TO IMPROVE SPEED AND ACCURACY ON THE BASE OF DEEP LEARNING METHODS, THIS ARTICLE PROPOSES AN ANCHOR-FREE METHOD, WHICH IS REFERRED AS CPS-DET, ON SHIP DETECTION USING ROTATABLE BOUNDING BOX. THE MAIN IMPROVEMENTS OF CPS-DET AS WELL AS THE CONTRIBUTIONS OF THIS ARTICLE ARE AS FOLLOWS. FIRST, AN ANCHOR-FREE BASED DEEP LEARNING NETWORK WAS USED TO IMPROVE SPEED WITH FEWER PARAMETERS. SECOND, AN ANNOTATION METHOD OF OBLIQUE RECTANGULAR FRAME IS PROPOSED, WHICH SOLVES THE PROBLEM THAT PERIODIC ANGLE AND BOUNDED COORDINATES IN CONJUNCTION WITH THE REGRESSION CALCULATION CAN LEAD TO THE PROBLEM OF LOSS ANOMALIES. FOR THE ANNOTATION SCHEME PROPOSED IN THIS PAPER, A SCHEME FOR CALCULATING ANGLE LOSS IS PROPOSED, WHICH MAKES THE LOSS FUNCTION OF ANGLE NEAR THE BOUNDARY VALUE MORE ACCURATE AND GREATLY IMPROVES THE ACCURACY OF ANGLE PREDICTION. THIRD, THE CENTERNESS CALCULATION OF FEATURE POINTS IS OPTIMIZED IN THIS ARTICLE SO THAT THE CENTER WEIGHT DISTRIBUTION OF EACH POINT IS SUITABLE FOR THE ROTATION DETECTION. FINALLY, A SCHEME COMBINING CENTERNESS AND POSITIVE SAMPLE SCREENING IS PROPOSED AND ITS EFFECTIVENESS IN SHIP DETECTION IS PROVED. EXPERIMENTS ON REMOTE SENSING PUBLIC DATASET HRSC2016 SHOW THE EFFECTIVENESS OF OUR APPROACH.","ARTICLE",NA,"ANCHOR-FREE METHOD; SHIP DETECTION; ROTATION OBJECT DETECTION; REMOTE SENSING IMAGES",14,"ENVIRONMENTAL SCIENCES & ECOLOGY; GEOLOGY; REMOTE SENSING; IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY"
"10.3390/rs13112208",2021,"YANG Y;PAN Z;HU Y;DING C","CPS-DET: AN ANCHOR-FREE BASED ROTATION DETECTOR FOR SHIP DETECTION","REMOTE SENSING","SHIP DETECTION IS A SIGNIFICANT AND CHALLENGING TASK IN REMOTE SENSING. AT PRESENT, DUE TO THE FASTER SPEED AND HIGHER ACCURACY, THE DEEP LEARNING METHOD HAS BEEN WIDELY APPLIED IN THE FIELD OF SHIP DETECTION. IN SHIP DETECTION, TARGETS USUALLY HAVE THE CHARACTERISTICS OF ARBITRARY-ORIENTED PROPERTY AND LARGE ASPECT RATIO. IN ORDER TO TAKE FULL ADVANTAGE OF THESE FEATURES TO IMPROVE SPEED AND ACCURACY ON THE BASE OF DEEP LEARNING METHODS, THIS ARTICLE PROPOSES AN ANCHOR-FREE METHOD, WHICH IS REFERRED AS CPS-DET, ON SHIP DETECTION USING ROTATABLE BOUNDING BOX. THE MAIN IMPROVEMENTS OF CPS-DET AS WELL AS THE CONTRIBUTIONS OF THIS ARTICLE ARE AS FOLLOWS. FIRST, AN ANCHOR-FREE BASED DEEP LEARNING NETWORK WAS USED TO IMPROVE SPEED WITH FEWER PARAMETERS. SECOND, AN ANNOTATION METHOD OF OBLIQUE RECTANGULAR FRAME IS PROPOSED, WHICH SOLVES THE PROBLEM THAT PERIODIC ANGLE AND BOUNDED COORDINATES IN CONJUNCTION WITH THE REGRESSION CALCULATION CAN LEAD TO THE PROBLEM OF LOSS ANOMALIES. FOR THE ANNOTATION SCHEME PROPOSED IN THIS PAPER, A SCHEME FOR CALCULATING ANGLE LOSS IS PROPOSED, WHICH MAKES THE LOSS FUNCTION OF ANGLE NEAR THE BOUNDARY VALUE MORE ACCURATE AND GREATLY IMPROVES THE ACCURACY OF ANGLE PREDICTION. THIRD, THE CENTERNESS CALCULATION OF FEATURE POINTS IS OPTIMIZED IN THIS ARTICLE SO THAT THE CENTER WEIGHT DISTRIBUTION OF EACH POINT IS SUITABLE FOR THE ROTATION DETECTION. FINALLY, A SCHEME COMBINING CENTERNESS AND POSITIVE SAMPLE SCREENING IS PROPOSED AND ITS EFFECTIVENESS IN SHIP DETECTION IS PROVED. EXPERIMENTS ON REMOTE SENSING PUBLIC DATASET HRSC2016 SHOW THE EFFECTIVENESS OF OUR APPROACH. © 2021 BY THE AUTHORS. LICENSEE MDPI, BASEL, SWITZERLAND.","ARTICLE",NA,"ANCHOR-FREE METHOD; REMOTE SENSING IMAGES; ROTATION OBJECT DETECTION; SHIP DETECTION",20,NA
"10.3390/rs13112208",2021,"YANG Y;PAN Z;HU Y;DING C;MONTH = J","CPS-DET: AN ANCHOR-FREE BASED ROTATION DETECTOR FOR SHIP DETECTION","REMOTE SENSING","SHIP DETECTION IS A SIGNIFICANT AND CHALLENGING TASK IN REMOTE SENSING. AT PRESENT, DUE TO THE FASTER SPEED AND HIGHER ACCURACY, THE DEEP LEARNING METHOD HAS BEEN WIDELY APPLIED IN THE FIELD OF SHIP DETECTION. IN SHIP DETECTION, TARGETS USUALLY HAVE THE CHARACTERISTICS OF ARBITRARY-ORIENTED PROPERTY AND LARGE ASPECT RATIO. IN ORDER TO TAKE FULL ADVANTAGE OF THESE FEATURES TO IMPROVE SPEED AND ACCURACY ON THE BASE OF DEEP LEARNING METHODS, THIS ARTICLE PROPOSES AN ANCHOR-FREE METHOD, WHICH IS REFERRED AS CPS-DET, ON SHIP DETECTION USING ROTATABLE BOUNDING BOX. THE MAIN IMPROVEMENTS OF CPS-DET AS WELL AS THE CONTRIBUTIONS OF THIS ARTICLE ARE AS FOLLOWS. FIRST, AN ANCHOR-FREE BASED DEEP LEARNING NETWORK WAS USED TO IMPROVE SPEED WITH FEWER PARAMETERS. SECOND, AN ANNOTATION METHOD OF OBLIQUE RECTANGULAR FRAME IS PROPOSED, WHICH SOLVES THE PROBLEM THAT PERIODIC ANGLE AND BOUNDED COORDINATES IN CONJUNCTION WITH THE REGRESSION CALCULATION CAN LEAD TO THE PROBLEM OF LOSS ANOMALIES. FOR THE ANNOTATION SCHEME PROPOSED IN THIS PAPER, A SCHEME FOR CALCULATING ANGLE LOSS IS PROPOSED, WHICH MAKES THE LOSS FUNCTION OF ANGLE NEAR THE BOUNDARY VALUE MORE ACCURATE AND GREATLY IMPROVES THE ACCURACY OF ANGLE PREDICTION. THIRD, THE CENTERNESS CALCULATION OF FEATURE POINTS IS OPTIMIZED IN THIS ARTICLE SO THAT THE CENTER WEIGHT DISTRIBUTION OF EACH POINT IS SUITABLE FOR THE ROTATION DETECTION. FINALLY, A SCHEME COMBINING CENTERNESS AND POSITIVE SAMPLE SCREENING IS PROPOSED AND ITS EFFECTIVENESS IN SHIP DETECTION IS PROVED. EXPERIMENTS ON REMOTE SENSING PUBLIC DATASET HRSC2016 SHOW THE EFFECTIVENESS OF OUR APPROACH.",NA,NA,NA,0,NA
"10.3390/rs13132582",2021,"WU Z;HOU B;REN B;REN Z;WANG S;JIAO L","A DEEP DETECTION NETWORK BASED ON INTERACTION OF INSTANCE SEGMENTATION AND OBJECT DETECTION FOR SAR IMAGES","REMOTE SENSING","SHIP DETECTION IS A CHALLENGING TASK FOR SYNTHETIC APERTURE RADAR (SAR) IMAGES. SHIPS HAVE ARBITRARY DIRECTIONALITY AND MULTIPLE SCALES IN SAR IMAGES. FURTHERMORE, THERE IS A LOT OF CLUTTER NEAR THE SHIPS. TRADITIONAL DETECTION ALGORITHMS ARE NOT ROBUST TO THESE SITUATIONS AND EASILY CAUSE REDUNDANCY IN THE DETECTION AREA. WITH THE CONTINUOUS IMPROVEMENT IN RESOLUTION, THE TRADITIONAL ALGORITHMS CANNOT ACHIEVE HIGH-PRECISION SHIP DETECTION IN SAR IMAGES. AN INCREASING NUMBER OF DEEP LEARNING ALGORITHMS HAVE BEEN APPLIED TO SAR SHIP DETECTION. IN THIS STUDY, A NEW SHIP DETECTION NETWORK, KNOWN AS THE INSTANCE SEGMENTATION ASSISTED SHIP DETECTION NETWORK (ISASDNET), IS PRESENTED. ISASDNET IS A TWO-STAGE DETECTION NETWORK WITH TWO BRANCHES. A BRANCH IS CALLED AN OBJECT BRANCH AND CAN EXTRACT OBJECT-LEVEL INFORMATION TO OBTAIN POSITIONING BOUNDING BOXES AND CLASSIFICATION RESULTS. ANOTHER BRANCH CALLED THE PIXEL BRANCH CAN BE UTILIZED FOR INSTANCE SEGMENTATION. IN THE PIXEL BRANCH, THE DESIGNED GLOBAL RELATIONAL INFERENCE LAYER MAPS THE FEATURES TO INTERACTION SPACE TO LEARN THE RELATIONSHIP BETWEEN SHIP AND BACKGROUND. THE GLOBAL REASONING MODULE (GRM) BASED ON GLOBAL RELATIONAL INFERENCE LAYERS CAN BETTER EXTRACT THE INSTANCE SEGMENTATION RESULTS OF SHIPS. A MASK ASSISTED SHIP DETECTION MODULE (MASDM) IS BEHIND THE TWO BRANCHES. THE MASDM CAN IMPROVE DETECTION RESULTS BY INTERACTING WITH THE OUTPUTS OF THE TWO BRANCHES. IN ADDITION, A STRATEGY IS DESIGNED TO EXTRACT THE MASK OF SAR SHIPS, WHICH ENABLES ISASDNET TO PERFORM OBJECT DETECTION TRAINING AND INSTANCE SEGMENTATION TRAINING AT THE SAME TIME. EXPERIMENTS CARRIED OUT TWO DIFFERENT DATASETS DEMONSTRATED THE SUPERIORITY OF ISASDNET OVER OTHER NETWORKS.","ARTICLE",NA,"SYNTHETIC APERTURE RADAR (SAR); OBJECT DETECTION; CONVOLUTIONAL NEURAL NETWORK (CNN); INSTANCE SEGMENTATION",55,"ENVIRONMENTAL SCIENCES & ECOLOGY; GEOLOGY; REMOTE SENSING; IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY"
"10.3390/rs13163059",2021,"HU J;ZHI X;SHI T;ZHANG W;CUI Y;ZHAO S;MONTH = J","PAG-YOLO: A PORTABLE ATTENTION-GUIDED YOLO NETWORK FOR SMALL SHIP DETECTION","REMOTE SENSING","THE YOLO NETWORK HAS BEEN EXTENSIVELY EMPLOYED IN THE FIELD OF SHIP DETECTION IN OPTICAL IMAGES. HOWEVER, THE YOLO MODEL RARELY CONSIDERS THE GLOBAL AND LOCAL RELATIONSHIPS IN THE INPUT IMAGE, WHICH LIMITS THE FINAL TARGET PREDICTION PERFORMANCE TO A CERTAIN EXTENT, ESPECIALLY FOR SMALL SHIP TARGETS. TO ADDRESS THIS PROBLEM, WE PROPOSE A NOVEL SMALL SHIP DETECTION METHOD, WHICH IMPROVES THE DETECTION ACCURACY COMPARED WITH THE YOLO-BASED NETWORK ARCHITECTURE AND DOES NOT INCREASE THE AMOUNT OF COMPUTATION SIGNIFICANTLY. SPECIFICALLY, ATTENTION MECHANISMS IN SPATIAL AND CHANNEL DIMENSIONS ARE PROPOSED TO ADAPTIVELY ASSIGN THE IMPORTANCE OF FEATURES IN DIFFERENT SCALES. MOREOVER, IN ORDER TO IMPROVE THE TRAINING EFFICIENCY AND DETECTION ACCURACY, A NEW LOSS FUNCTION IS EMPLOYED TO CONSTRAIN THE DETECTION STEP, WHICH ENABLES THE DETECTOR TO LEARN THE SHAPE OF THE SHIP TARGET MORE EFFICIENTLY. THE EXPERIMENTAL RESULTS ON A PUBLIC AND HIGH-QUALITY SHIP DATASET INDICATE THAT OUR METHOD REALIZES STATE-OF-THE-ART PERFORMANCE IN COMPARISON WITH SEVERAL WIDELY USED ADVANCED APPROACHES.",NA,NA,NA,0,NA
"10.3390/rs13163168",2021,"LI L;ZHOU Z;WANG B;MIAO L;AN Z;XIAO X;MONTH = J","DOMAIN ADAPTIVE SHIP DETECTION IN OPTICAL REMOTE SENSING IMAGES","REMOTE SENSING","WITH THE SUCCESSFUL APPLICATION OF THE CONVOLUTIONAL NEURAL NETWORK (CNN), SIGNIFICANT PROGRESS HAS BEEN MADE BY CNN-BASED SHIP DETECTION METHODS. HOWEVER, THEY OFTEN FACE CONSIDERABLE DIFFICULTIES WHEN APPLIED TO A NEW DOMAIN WHERE THE IMAGING CONDITION CHANGES SIGNIFICANTLY. ALTHOUGH TRAINING WITH THE TWO DOMAINS TOGETHER CAN SOLVE THIS PROBLEM TO SOME EXTENT, THE LARGE DOMAIN SHIFT WILL LEAD TO SUB-OPTIMAL FEATURE REPRESENTATIONS, AND THUS WEAKEN THE GENERALIZATION ABILITY ON BOTH DOMAINS. IN THIS PAPER, A DOMAIN ADAPTIVE SHIP DETECTION METHOD IS PROPOSED TO BETTER DETECT SHIPS BETWEEN DIFFERENT DOMAINS. SPECIFICALLY, THE PROPOSED METHOD MINIMIZES THE DOMAIN DISCREPANCIES VIA BOTH IMAGE-LEVEL ADAPTION AND INSTANCE-LEVEL ADAPTION. IN IMAGE-LEVEL ADAPTION, WE USE MULTIPLE RECEPTIVE FIELD INTEGRATION AND CHANNEL DOMAIN ATTENTION TO ENHANCE THE FEATURE’S RESISTANCE TO SCALE AND ENVIRONMENTAL CHANGES, RESPECTIVELY. MOREOVER, A NOVEL BOUNDARY REGRESSION MODULE IS PROPOSED IN INSTANCE-LEVEL ADAPTION TO CORRECT THE LOCALIZATION DEVIATION OF THE SHIP PROPOSALS CAUSED BY THE DOMAIN SHIFT. COMPARED WITH CONVENTIONAL REGRESSION APPROACHES, THE PROPOSED BOUNDARY REGRESSION MODULE IS ABLE TO MAKE MORE ACCURATE PREDICTIONS VIA THE EFFECTIVE EXTREME POINT FEATURES. THE TWO ADAPTION COMPONENTS ARE IMPLEMENTED BY LEARNING THE CORRESPONDING DOMAIN CLASSIFIERS RESPECTIVELY IN AN ADVERSARIAL TRAINING WAY, THEREBY OBTAINING A ROBUST MODEL SUITABLE FOR BOTH OF THE TWO DOMAINS. EXPERIMENTS ON BOTH SUPERVISED AND UNSUPERVISED DOMAIN ADAPTION SCENARIOS ARE CONDUCTED TO VERIFY THE EFFECTIVENESS OF THE PROPOSED METHOD.",NA,NA,NA,0,NA
"10.3390/rs13193890",2021,"WU J;PAN Z;LEI B;HU Y;MONTH = J","LR-TSDET: TOWARDS TINY SHIP DETECTION IN LOW-RESOLUTION REMOTE SENSING IMAGES","REMOTE SENSING","RECENTLY, DEEP LEARNING-BASED METHODS HAVE MADE GREAT IMPROVEMENTS IN OBJECT DETECTION IN REMOTE SENSING IMAGES (RSIS). HOWEVER, DETECTING TINY OBJECTS IN LOW-RESOLUTION IMAGES IS STILL CHALLENGING. THE FEATURES OF THESE OBJECTS ARE NOT DISTINGUISHABLE ENOUGH DUE TO THEIR TINY SIZE AND CONFUSING BACKGROUNDS AND CAN BE EASILY LOST AS THE NETWORK DEEPENS OR DOWNSAMPLES. TO ADDRESS THESE ISSUES, WE PROPOSE AN EFFECTIVE TINY SHIP DETECTOR FOR LOW-RESOLUTION RSIS, ABBREVIATED AS LR-TSDET, CONSISTING OF THREE KEY COMPONENTS: A FILTERED FEATURE AGGREGATION (FFA) MODULE, A HIERARCHICAL-ATROUS SPATIAL PYRAMID (HASP) MODULE, AND AN IOU-JOINT LOSS. THE FFA MODULE CAPTURES LONG-RANGE DEPENDENCIES BY CALCULATING THE SIMILARITY MATRIX SO AS TO STRENGTHEN THE RESPONSES OF INSTANCES. THE HASP MODULE OBTAINS DEEP SEMANTIC INFORMATION WHILE MAINTAINING THE RESOLUTION OF FEATURE MAPS BY AGGREGATING FOUR PARALLEL HIERARCHICAL-ATROUS CONVOLUTION BLOCKS OF DIFFERENT DILATION RATES. THE IOU-JOINT LOSS IS PROPOSED TO ALLEVIATE THE INCONSISTENCY BETWEEN CLASSIFICATION AND REGRESSION TASKS, AND GUIDES THE NETWORK TO FOCUS ON SAMPLES THAT HAVE BOTH HIGH LOCALIZATION ACCURACY AND HIGH CONFIDENCE. FURTHERMORE, WE INTRODUCE A NEW DATASET CALLED GF1-LRSD COLLECTED FROM THE GAOFEN–1 SATELLITE FOR TINY SHIP DETECTION IN LOW-RESOLUTION RSIS. THE RESOLUTION OF IMAGES IS 16M AND THE MEAN SIZE OF OBJECTS IS ABOUT 10.9 PIXELS, WHICH ARE MUCH SMALLER THAN PUBLIC RSI DATASETS. EXTENSIVE EXPERIMENTS ON GF1-LRSD AND DOTA-SHIP SHOW THAT OUR METHOD OUTPERFORMS SEVERAL COMPETITORS, PROVING ITS EFFECTIVENESS AND GENERALITY.",NA,NA,NA,0,NA
"10.3390/rs13214209",2021,"SUN Z;LENG X;LEI Y;XIONG B;JI K;KUANG G","BIFA-YOLO: A NOVEL YOLO-BASED METHOD FOR ARBITRARY-ORIENTED SHIP DETECTION IN HIGH-RESOLUTION SAR IMAGES","REMOTE SENSING","DUE TO ITS GREAT APPLICATION VALUE IN THE MILITARY AND CIVILIAN FIELDS, SHIP DETECTION IN SYNTHETIC APERTURE RADAR (SAR) IMAGES HAS ALWAYS ATTRACTED MUCH ATTENTION. HOWEVER, SHIP TARGETS IN HIGH-RESOLUTION (HR) SAR IMAGES SHOW THE SIGNIFICANT CHARACTERISTICS OF MULTI-SCALE, ARBITRARY DIRECTIONS AND DENSE ARRANGEMENT, POSING ENORMOUS CHALLENGES TO DETECT SHIPS QUICKLY AND ACCURATELY. TO ADDRESS THESE ISSUES ABOVE, A NOVEL YOLO-BASED ARBITRARY-ORIENTED SAR SHIP DETECTOR USING BI-DIRECTIONAL FEATURE FUSION AND ANGULAR CLASSIFICATION (BIFA-YOLO) IS PROPOSED IN THIS ARTICLE. FIRST OF ALL, A NOVEL BI-DIRECTIONAL FEATURE FUSION MODULE (BI-DFFM) TAILORED TO SAR SHIP DETECTION IS APPLIED TO THE YOLO FRAMEWORK. THIS MODULE CAN EFFICIENTLY AGGREGATE MULTI-SCALE FEATURES THROUGH BI-DIRECTIONAL (TOP-DOWN AND BOTTOM-UP) INFORMATION INTERACTION, WHICH IS HELPFUL FOR DETECTING MULTI-SCALE SHIPS. SECONDLY, TO EFFECTIVELY DETECT ARBITRARY-ORIENTED AND DENSELY ARRANGED SHIPS IN HR SAR IMAGES, WE ADD AN ANGULAR CLASSIFICATION STRUCTURE TO THE HEAD NETWORK. THIS STRUCTURE IS CONDUCIVE TO ACCURATELY OBTAINING SHIPS' ANGLE INFORMATION WITHOUT THE PROBLEM OF BOUNDARY DISCONTINUITY AND COMPLICATED PARAMETER REGRESSION. MEANWHILE, IN BIFA-YOLO, A RANDOM ROTATION MOSAIC DATA AUGMENTATION METHOD IS EMPLOYED TO SUPPRESS THE IMPACT OF ANGLE IMBALANCE. COMPARED WITH OTHER CONVENTIONAL DATA AUGMENTATION METHODS, THE PROPOSED METHOD CAN BETTER IMPROVE DETECTION PERFORMANCE OF ARBITRARY-ORIENTED SHIPS. FINALLY, WE CONDUCT EXTENSIVE EXPERIMENTS ON THE SAR SHIP DETECTION DATASET (SSDD) AND LARGE-SCENE HR SAR IMAGES FROM GF-3 SATELLITE TO VERIFY OUR METHOD. THE PROPOSED METHOD CAN REACH THE DETECTION PERFORMANCE WITH PRECISION = 94.85%, RECALL = 93.97%, AVERAGE PRECISION = 93.90%, AND F1-SCORE = 0.9441 ON SSDD. THE DETECTION SPEED OF OUR METHOD IS APPROXIMATELY 13.3 MS PER 512 X 512 IMAGE. IN ADDITION, COMPARISON EXPERIMENTS WITH OTHER DEEP LEARNING-BASED METHODS AND VERIFICATION EXPERIMENTS ON LARGE-SCENE HR SAR IMAGES DEMONSTRATE THAT OUR METHOD SHOWS STRONG ROBUSTNESS AND ADAPTABILITY.","ARTICLE",NA,"BI-DIRECTIONAL FEATURE FUSION; ANGULAR CLASSIFICATION; ARBITRARY-ORIENTED SHIP DETECTION; HIGH-RESOLUTION (HR); SYNTHETIC APERTURE RADAR (SAR)",236,"ENVIRONMENTAL SCIENCES & ECOLOGY; GEOLOGY; REMOTE SENSING; IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY"
"10.3390/rs13214209",2021,"SUN Z;LENG X;LEI Y;XIONG B;JI K;KUANG G","BIFA-YOLO: A NOVEL YOLO-BASED METHOD FOR ARBITRARY-ORIENTED SHIP DETECTION IN HIGH-RESOLUTION SAR IMAGES","REMOTE SENSING","DUE TO ITS GREAT APPLICATION VALUE IN THE MILITARY AND CIVILIAN FIELDS, SHIP DETECTION IN SYNTHETIC APERTURE RADAR (SAR) IMAGES HAS ALWAYS ATTRACTED MUCH ATTENTION. HOWEVER, SHIP TARGETS IN HIGH-RESOLUTION (HR) SAR IMAGES SHOW THE SIGNIFICANT CHARACTERISTICS OF MULTI-SCALE, ARBITRARY DIRECTIONS AND DENSE ARRANGEMENT, POSING ENORMOUS CHALLENGES TO DETECT SHIPS QUICKLY AND ACCURATELY. TO ADDRESS THESE ISSUES ABOVE, A NOVEL YOLO-BASED ARBITRARY-ORIENTED SAR SHIP DETECTOR USING BI-DIRECTIONAL FEATURE FUSION AND ANGULAR CLASSIFICATION (BIFA-YOLO) IS PROPOSED IN THIS ARTICLE. FIRST OF ALL, A NOVEL BI-DIRECTIONAL FEATURE FUSION MODULE (BI-DFFM) TAILORED TO SAR SHIP DETECTION IS APPLIED TO THE YOLO FRAMEWORK. THIS MODULE CAN EFFICIENTLY AGGREGATE MULTI-SCALE FEATURES THROUGH BI-DIRECTIONAL (TOP-DOWN AND BOTTOM-UP) INFORMATION INTERACTION, WHICH IS HELPFUL FOR DETECTING MULTI-SCALE SHIPS. SECONDLY, TO EFFECTIVELY DETECT ARBITRARY-ORIENTED AND DENSELY ARRANGED SHIPS IN HR SAR IMAGES, WE ADD AN ANGULAR CLASSIFICATION STRUCTURE TO THE HEAD NETWORK. THIS STRUCTURE IS CONDUCIVE TO ACCURATELY OBTAINING SHIPS’ ANGLE INFORMATION WITHOUT THE PROBLEM OF BOUNDARY DISCONTINUITY AND COMPLICATED PARAMETER REGRESSION. MEANWHILE, IN BIFA-YOLO, A RANDOM ROTATION MOSAIC DATA AUGMENTATION METHOD IS EMPLOYED TO SUPPRESS THE IMPACT OF ANGLE IMBALANCE. COMPARED WITH OTHER CONVENTIONAL DATA AUGMENTATION METHODS, THE PROPOSED METHOD CAN BETTER IMPROVE DETECTION PERFORMANCE OF ARBITRARY-ORIENTED SHIPS. FINALLY, WE CONDUCT EXTENSIVE EXPERIMENTS ON THE SAR SHIP DETECTION DATASET (SSDD) AND LARGE-SCENE HR SAR IMAGES FROM GF-3 SATELLITE TO VERIFY OUR METHOD. THE PROPOSED METHOD CAN REACH THE DETECTION PERFORMANCE WITH PRECISION = 94.85%, RECALL = 93.97%, AVERAGE PRECISION = 93.90%, AND F1-SCORE = 0.9441 ON SSDD. THE DETECTION SPEED OF OUR METHOD IS APPROXIMATELY 13.3 MS PER 512 × 512 IMAGE. IN ADDITION, COMPARISON EXPERIMENTS WITH OTHER DEEP LEARNING-BASED METHODS AND VERIFICATION EXPERIMENTS ON LARGE-SCENE HR SAR IMAGES DEMONSTRATE THAT OUR METHOD SHOWS STRONG ROBUSTNESS AND ADAPTABILITY. © 2021 BY THE AUTHORS. LICENSEE MDPI, BASEL, SWITZERLAND.","ARTICLE",NA,"ANGULAR CLASSIFICATION; ARBITRARY-ORIENTED SHIP DETECTION; BI-DIRECTIONAL FEATURE FUSION; HIGH-RESOLUTION (HR); SYNTHETIC APERTURE RADAR (SAR)",254,NA
"10.3390/rs13214255",2021,"CIOCARLAN A;STOIAN A;MONTH = J","SHIP DETECTION IN SENTINEL 2 MULTI-SPECTRAL IMAGES WITH SELF-SUPERVISED LEARNING","REMOTE SENSING","AUTOMATIC SHIP DETECTION PROVIDES AN ESSENTIAL FUNCTION TOWARDS MARITIME DOMAIN AWARENESS FOR SECURITY OR ECONOMIC MONITORING PURPOSES. THIS WORK PRESENTS AN APPROACH FOR TRAINING A DEEP LEARNING SHIP DETECTOR IN SENTINEL-2 MULTI-SPECTRAL IMAGES WITH FEW LABELED EXAMPLES. WE DESIGN A NETWORK ARCHITECTURE FOR DETECTING SHIPS WITH A BACKBONE THAT CAN BE PRE-TRAINED SEPARATELY. BY USING SELF SUPERVISED LEARNING, AN EMERGING UNSUPERVISED TRAINING PROCEDURE, WE LEARN GOOD FEATURES ON SENTINEL-2 IMAGES, WITHOUT REQUIRING LABELING, TO INITIALIZE OUR NETWORK’S BACKBONE. THE FULL NETWORK IS THEN FINE-TUNED TO LEARN TO DETECT SHIPS IN CHALLENGING SETTINGS. WE EVALUATED THIS APPROACH VERSUS PRE-TRAINING ON IMAGENET AND VERSUS A CLASSICAL IMAGE PROCESSING PIPELINE. WE EXAMINED THE IMPACT OF VARIATIONS IN THE SELF-SUPERVISED LEARNING STEP AND WE SHOW THAT IN THE FEW-SHOT LEARNING SETTING SELF-SUPERVISED PRE-TRAINING ACHIEVES BETTER RESULTS THAN IMAGENET PRE-TRAINING. WHEN ENOUGH TRAINING DATA ARE AVAILABLE, OUR SELF-SUPERVISED APPROACH IS AS GOOD AS IMAGENET PRE-TRAINING. WE CONCLUDE THAT A BETTER DESIGN OF THE SELF-SUPERVISED TASK AND BIGGER NON-ANNOTATED DATASET SIZES CAN LEAD TO SURPASSING IMAGENET PRE-TRAINING PERFORMANCE WITHOUT ANY ANNOTATION COSTS.",NA,NA,NA,0,NA
"10.3390/rs14040950",2022,"DONG Z;WANG M;WANG Y;LIU Y;FENG Y;XU W;MONTH = J","MULTI-ORIENTED OBJECT DETECTION IN HIGH-RESOLUTION REMOTE SENSING IMAGERY BASED ON CONVOLUTIONAL NEURAL NETWORKS WITH ADAPTIVE OBJECT ORIENTATION FEATURES","REMOTE SENSING","IN HIGH-RESOLUTION EARTH OBSERVATION SYSTEMS, OBJECT DETECTION IN HIGH SPATIAL RESOLUTION REMOTE SENSING IMAGES (HSRIS) IS THE KEY TECHNOLOGY FOR AUTOMATIC EXTRACTION, ANALYSIS AND UNDERSTANDING OF IMAGE INFORMATION. WITH RESPECT TO THE MULTI-ANGLE FEATURES OF OBJECT ORIENTATION IN HSRIS OBJECT DETECTION, THIS PAPER PRESENTS A NOVEL HSRIS OBJECT DETECTION METHOD BASED ON CONVOLUTIONAL NEURAL NETWORKS (CNN) WITH ADAPTIVE OBJECT ORIENTATION FEATURES. FIRST, AN ADAPTIVE OBJECT ORIENTATION REGRESSION METHOD IS PROPOSED TO OBTAIN OBJECT REGIONS IN ANY DIRECTION. IN THE ADAPTIVE OBJECT ORIENTATION REGRESSION METHOD, FIVE COORDINATE PARAMETERS ARE USED TO REGRESS THE OBJECT REGION WITH ANY DIRECTION. THEN, A CNN FRAMEWORK FOR OBJECT DETECTION OF HSRIS IS DESIGNED USING THE ADAPTIVE OBJECT ORIENTATION REGRESSION METHOD. USING MULTIPLE OBJECT DETECTION DATASETS, THE PROPOSED METHOD IS COMPARED WITH SOME STATE-OF-THE-ART OBJECT DETECTION METHODS. THE EXPERIMENTAL RESULTS SHOW THAT THE PROPOSED METHOD CAN MORE ACCURATELY DETECT OBJECTS WITH LARGE ASPECT RATIOS AND DENSELY DISTRIBUTED OBJECTS THAN SOME STATE-OF-THE-ART OBJECT DETECTION METHODS USING A HORIZONTAL BOUNDING BOX, AND OBTAIN BETTER OBJECT DETECTION RESULTS FOR HSRIS.",NA,NA,NA,0,NA
